Timestamp,accel radians per second per second,predicted accel radians per second per second,velocity radians per second,applied_voltage volts,residual radians per second per second,raw velocity radians per second
0.000000,688.280355,820.749945,0.271462,11.536000,-132.469590,2.948314
0.009000,701.373882,719.999704,6.223225,11.729000,-18.625822,6.551809
0.016000,676.737702,643.923537,11.062276,11.960000,32.814165,6.551809
0.023000,635.978135,553.056850,15.726087,11.960000,82.921285,12.448438
0.031000,575.956336,465.551080,20.536945,12.039000,110.405256,19.983019
0.038000,525.007761,395.934426,24.356820,12.100000,129.073335,27.517600
0.047000,460.917046,316.223654,28.747369,12.174000,144.693392,27.517600
0.055000,405.786987,251.833224,32.052263,12.174000,153.953763,32.759047
0.063000,354.236886,197.239309,34.927151,12.192000,156.997577,36.690133
0.071000,307.125216,151.285255,37.354547,12.209000,155.839961,39.966038
0.079000,264.207729,112.821435,39.417724,12.231000,151.386294,40.621219
0.087000,227.991816,74.551027,41.402210,12.236000,153.440789,40.621219
0.095000,190.695048,46.212200,42.856725,12.236000,144.482848,41.931581
0.102000,155.088558,37.255953,43.368996,12.249000,117.832605,42.259171
0.109000,122.375715,32.335608,43.674121,12.262000,90.040107,43.897124
0.117000,94.115105,25.074313,44.026588,12.257000,69.040791,43.897124
0.126000,73.006067,14.510237,44.568799,12.257000,58.495830,43.569533
0.134000,52.469865,14.718552,44.558107,12.257000,37.751314,44.224714
0.141000,37.900511,14.601163,44.584356,12.262000,23.299348,44.224714
0.148000,27.925058,13.818338,44.656895,12.270000,14.106720,44.879895
0.156000,22.828312,11.085901,44.797139,12.270000,11.742411,44.879895
0.163000,18.194619,9.204603,44.893699,12.270000,8.990016,44.552305
0.170000,13.110117,8.991920,44.872256,12.262000,4.118197,44.879895
0.180000,8.433938,8.909717,44.892654,12.266000,-0.475779,44.879895
0.187000,5.286885,10.356214,44.834591,12.270000,-5.069329,44.879895
0.194000,5.666060,10.590502,44.822566,12.270000,-4.924442,45.207486
0.201000,4.649388,10.129564,44.846224,12.270000,-5.480175,44.879895
0.209000,2.633417,10.967324,44.823450,12.275000,-8.333907,45.207486
0.218000,1.680397,9.530244,44.824401,12.257000,-7.849847,44.224714
0.226000,0.652838,9.896626,44.805596,12.257000,-9.243788,44.224714
0.234000,0.767667,9.610729,44.820270,12.257000,-8.843063,44.879895
0.241000,0.879398,10.733164,44.835469,12.275000,-9.853766,44.552305
0.249000,0.826912,11.590158,44.807662,12.279000,-10.763246,44.879895
0.256000,0.813931,10.943200,44.824688,12.275000,-10.129269,44.879895
0.264000,0.865331,10.556054,44.844559,12.275000,-9.690723,44.879895
0.271000,1.312160,10.595680,44.842525,12.275000,-9.283520,45.535076
0.280000,2.023689,9.460660,44.900781,12.275000,-7.436970,44.879895
0.292000,2.448171,8.844776,44.932392,12.275000,-6.396605,44.879895
0.301000,2.123155,6.393723,45.037970,12.270000,-4.270568,44.879895
0.308000,0.622743,5.655947,45.043477,12.262000,-5.033204,44.879895
0.316000,-0.423635,6.487885,45.000777,12.262000,-6.911519,44.879895
0.323000,-0.476366,6.619791,44.994007,12.262000,-7.096157,44.879895
0.331000,-1.085682,7.656599,44.956972,12.266000,-8.742281,45.207486
0.339000,-1.210655,7.766909,44.935130,12.262000,-8.977564,44.879895
0.348000,-1.317797,8.599353,44.908584,12.266000,-9.917150,44.879895
0.356000,-0.777947,9.512196,44.861732,12.266000,-10.290144,45.207486
0.363000,0.031184,8.695640,44.903642,12.266000,-8.664456,44.879895
0.371000,-0.089585,8.719482,44.902418,12.266000,-8.809067,45.207486
0.378000,-0.212003,9.084743,44.899851,12.270000,-9.296746,44.552305
0.386000,-0.324669,9.167846,44.895585,12.270000,-9.492515,44.552305
0.393000,-0.459017,9.295050,44.889056,12.270000,-9.754067,44.879895
0.401000,-0.108254,9.500508,44.862331,12.266000,-9.608762,44.879895
0.408000,0.084958,9.899694,44.841843,12.266000,-9.814736,44.879895
0.416000,1.030709,9.938361,44.856038,12.270000,-8.907653,44.879895
0.423000,1.226545,9.898424,44.858088,12.270000,-8.671879,44.879895
0.434000,1.706710,9.574968,44.874689,12.270000,-7.868258,45.207486
0.442000,2.519587,8.370686,44.920321,12.266000,-5.851099,44.879895
0.451000,2.265238,7.635819,44.974218,12.270000,-5.370582,44.879895
0.459000,2.551864,6.649384,45.045072,12.275000,-4.097520,44.879895
0.468000,1.670557,5.220351,45.065835,12.262000,-3.549794,44.879895
0.475000,0.850950,5.197215,45.067022,12.262000,-4.346265,44.879895
0.483000,0.993863,6.360744,45.059887,12.275000,-5.366881,45.207486
0.493000,0.513546,6.044111,45.076138,12.275000,-5.530565,45.207486
0.500000,0.682766,6.610910,45.063227,12.279000,-5.928144,45.207486
0.508000,0.721726,6.792241,45.053920,12.279000,-6.070516,45.207486
0.518000,0.693421,6.629512,45.046092,12.275000,-5.936090,45.207486
0.527000,0.687583,5.882096,45.084454,12.275000,-5.194513,45.207486
0.535000,0.691430,6.040900,45.076303,12.275000,-5.349471,44.879895
0.546000,0.642360,6.505258,45.068649,12.279000,-5.862899,44.879895
0.552000,0.044532,6.425367,45.072750,12.279000,-6.380835,44.879895
0.556000,-0.121887,6.556682,45.049830,12.275000,-6.678569,44.879895
0.568000,-0.137950,7.099565,45.021966,12.275000,-7.237515,45.207486
0.579000,0.381328,6.701462,45.022175,12.270000,-6.320134,44.879895
0.587000,1.324476,7.264052,45.013524,12.275000,-5.939576,45.207486
0.595000,1.548736,6.776888,45.038528,12.275000,-5.228152,45.207486
0.603000,2.359784,5.467863,45.053131,12.262000,-3.108079,45.207486
0.611000,2.455024,5.063893,45.106224,12.270000,-2.608868,44.879895
0.618000,2.158282,4.084625,45.176711,12.275000,-1.926343,45.207486
0.626000,1.484497,3.399769,45.211861,12.275000,-1.915272,45.207486
0.633000,0.890965,3.091493,45.227684,12.275000,-2.200528,44.879895
0.641000,0.212975,2.991778,45.232802,12.275000,-2.778803,45.207486
0.649000,-0.465237,2.722024,45.226423,12.270000,-3.187261,45.207486
0.658000,-0.257908,3.319236,45.215995,12.275000,-3.577144,45.207486
0.666000,-0.748198,4.054729,45.178245,12.275000,-4.802926,45.535076
0.674000,-0.590014,4.687659,45.161939,12.279000,-5.277673,45.207486
0.683000,-0.423296,4.633951,45.148516,12.275000,-5.057247,45.535076
0.696000,-0.758602,4.045036,45.158518,12.270000,-4.803638,45.207486
0.707000,-1.500808,4.582776,45.130918,12.270000,-6.083584,44.879895
0.716000,-1.121430,5.508653,45.103621,12.275000,-6.630083,44.879895
0.726000,-0.690901,4.893937,45.082588,12.262000,-5.584838,44.879895
0.733000,-1.319561,5.714611,45.056646,12.266000,-7.034173,44.879895
0.741000,-0.881615,6.557801,45.029548,12.270000,-7.439416,44.879895
0.748000,-0.591161,6.633655,45.009475,12.266000,-7.224816,45.207486
0.756000,-0.335450,6.888321,44.996404,12.266000,-7.223771,45.207486
0.763000,0.306806,7.267867,45.013328,12.275000,-6.961061,45.207486
0.771000,0.033707,6.882081,45.033129,12.275000,-6.848374,45.207486
0.778000,0.614555,5.383879,45.089801,12.270000,-4.769323,44.879895
0.786000,0.786821,4.605009,45.129777,12.270000,-3.818187,44.879895
0.793000,0.387857,4.431849,45.138664,12.270000,-4.043993,45.207486
0.801000,-0.154579,4.842610,45.137806,12.275000,-4.997189,45.207486
0.810000,-0.840003,5.103345,45.124424,12.275000,-5.943348,44.879895
0.819000,-1.000086,5.260886,45.079934,12.266000,-6.260973,45.207486
0.827000,-1.070065,6.138318,45.034899,12.266000,-7.208384,45.207486
0.838000,-0.452456,6.504204,45.016119,12.266000,-6.956659,45.207486
0.845000,0.023725,6.614369,45.010465,12.266000,-6.590644,45.207486
0.853000,0.514560,6.229302,45.014049,12.262000,-5.714742,44.879895
0.861000,0.971150,5.974684,45.027118,12.262000,-5.003534,44.879895
0.868000,0.874477,6.424781,45.020196,12.266000,-5.550304,44.879895
0.877000,0.118714,6.156418,45.033970,12.266000,-6.037704,44.879895
0.884000,0.471558,6.378201,45.038766,12.270000,-5.906643,44.879895
0.891000,0.317895,5.832179,45.066791,12.270000,-5.514284,44.879895
0.898000,0.145150,6.573760,45.048954,12.275000,-6.428610,45.207486
0.905000,0.568138,6.431858,45.056237,12.275000,-5.863720,45.207486
0.913000,0.621373,5.318918,45.093135,12.270000,-4.697545,45.207486
0.920000,1.169539,5.446351,45.106819,12.275000,-4.276812,45.207486
0.928000,1.309649,4.559427,45.152341,12.275000,-3.249778,45.207486
0.936000,1.158405,4.663202,45.147015,12.275000,-3.504797,45.207486
0.946000,0.848787,4.364409,45.142126,12.270000,-3.515622,45.207486
0.957000,-0.029890,4.170436,45.152082,12.270000,-4.200326,44.879895
0.965000,-0.121384,4.651194,45.127406,12.270000,-4.772578,45.207486
0.972000,-0.817767,5.495288,45.120487,12.279000,-6.313055,44.879895
0.979000,-0.942712,5.572142,45.080138,12.270000,-6.514854,45.207486
0.987000,-0.637734,5.865095,45.065102,12.270000,-6.502829,45.207486
0.996000,-0.304353,5.724801,45.056123,12.266000,-6.029153,44.879895
1.003000,-0.057711,5.782438,45.053165,12.266000,-5.840149,45.207486
1.010000,0.185519,5.435942,45.054769,12.262000,-5.250423,44.879895
1.019000,0.541043,5.916792,45.062448,12.270000,-5.375750,45.207486
1.026000,0.848584,5.646936,45.076299,12.270000,-4.798352,45.207486
1.033000,1.221785,5.614332,45.098197,12.275000,-4.392547,44.879895
1.041000,0.520524,5.547468,45.117809,12.279000,-5.026944,45.207486
1.053000,0.788741,4.924467,45.133605,12.275000,-4.135725,44.879895
1.064000,-0.068045,4.355834,45.142566,12.270000,-4.423879,45.207486
1.073000,0.196278,3.948518,45.147292,12.266000,-3.752240,45.207486
1.080000,0.484831,3.422791,45.158096,12.262000,-2.937959,45.207486
1.087000,0.349554,4.318213,45.144497,12.270000,-3.968659,45.207486
1.095000,0.598369,4.153213,45.152966,12.270000,-3.554843,45.207486
1.102000,0.358143,4.795834,45.140207,12.275000,-4.437692,45.207486
1.109000,1.108565,4.255314,45.131546,12.266000,-3.146748,45.207486
1.117000,1.264293,3.827906,45.153483,12.266000,-2.563613,45.207486
1.124000,0.786597,4.236384,45.148697,12.270000,-3.449787,44.879895
1.131000,0.508248,3.932246,45.184532,12.275000,-3.423998,45.207486
1.140000,-0.063835,3.954047,45.163188,12.270000,-4.017882,44.879895
1.148000,-0.382762,3.569259,45.182938,12.270000,-3.952021,45.207486
1.155000,-0.654120,3.708185,45.196032,12.275000,-4.362305,45.207486
1.162000,-0.886855,3.574322,45.202902,12.275000,-4.461177,45.207486
1.176000,-1.586606,3.715828,45.195639,12.275000,-5.302434,45.207486
1.184000,-1.280405,4.178134,45.171911,12.275000,-5.458540,45.207486
1.192000,-0.909239,4.197892,45.150672,12.270000,-5.107132,45.535076
1.199000,-1.166788,3.449487,45.156726,12.262000,-4.616275,45.207486
1.206000,-0.720353,3.776562,45.139938,12.262000,-4.496915,45.207486
1.215000,-1.450360,4.512460,45.118347,12.266000,-5.962820,44.879895
1.223000,-1.009387,5.253524,45.096491,12.270000,-6.262911,45.207486
1.230000,-1.101543,6.080718,45.054035,12.270000,-7.182260,44.879895
1.238000,-1.355887,6.181888,45.048842,12.270000,-7.537774,44.879895
1.244000,-1.087027,6.011475,45.025229,12.262000,-7.098503,44.879895
1.251000,-1.397014,6.378679,45.022562,12.266000,-7.775692,44.879895
1.258000,-1.051218,6.778486,45.002042,12.266000,-7.829704,45.207486
1.268000,-0.442366,7.052126,44.987997,12.266000,-7.494491,45.207486
1.275000,0.083600,6.221548,45.030627,12.266000,-6.137948,44.879895
1.283000,0.646782,6.782189,45.038256,12.275000,-6.135407,45.207486
1.291000,0.679867,5.321569,45.076819,12.266000,-4.641703,44.879895
1.298000,0.153571,5.175831,45.084299,12.266000,-5.022259,45.207486
1.306000,0.720888,4.731496,45.090925,12.262000,-4.010608,45.207486
1.313000,0.197328,5.199896,45.099244,12.270000,-5.002568,44.879895
1.322000,0.139763,5.605346,45.078434,12.270000,-5.465584,45.207486
1.331000,0.141135,5.413889,45.055901,12.262000,-5.272755,44.879895
1.338000,0.029502,5.833803,45.034349,12.262000,-5.804301,45.207486
1.346000,0.451393,6.053535,45.039250,12.266000,-5.602142,45.207486
1.353000,0.345030,5.806317,45.068119,12.270000,-5.461287,44.879895
1.360000,-0.300945,5.176906,45.068064,12.262000,-5.477850,45.207486
1.368000,-0.309353,4.858611,45.084401,12.262000,-5.167964,44.879895
1.375000,-0.903661,5.709339,45.073096,12.270000,-6.613000,44.879895
1.383000,-0.398928,6.344008,45.060746,12.275000,-6.742935,45.207486
1.390000,-0.315984,5.621481,45.077606,12.270000,-5.937465,44.879895
1.398000,-0.439554,6.281524,45.043728,12.270000,-6.721077,45.207486
1.410000,0.134572,5.725582,45.039903,12.262000,-5.591010,45.207486
1.419000,0.193693,6.146406,45.018304,12.262000,-5.952714,45.207486
1.426000,0.631624,6.009010,45.025356,12.262000,-5.377386,45.207486
1.433000,0.488074,6.011688,45.057578,12.270000,-5.523614,44.879895
1.440000,-0.096386,6.330795,45.061424,12.275000,-6.427181,44.879895
1.448000,-0.114390,5.919856,45.082516,12.275000,-6.034246,44.879895
1.455000,-0.590142,6.049328,45.075871,12.275000,-6.639471,44.879895
1.462000,-1.131328,5.952288,45.060627,12.270000,-7.083615,45.207486
1.472000,-1.098066,5.997729,45.058294,12.270000,-7.095795,44.879895
1.479000,-1.105607,7.272703,45.013080,12.275000,-8.378310,45.207486
1.487000,-0.129240,8.058604,44.972743,12.275000,-8.187844,45.207486
1.496000,0.437380,6.876660,44.980823,12.262000,-6.439280,45.207486
1.503000,1.326271,7.274802,44.976568,12.266000,-5.948531,45.207486
1.510000,1.841661,6.947176,45.009563,12.270000,-5.105516,44.879895
1.518000,1.746150,6.607554,45.026995,12.270000,-4.861404,44.879895
1.531000,1.780743,5.130210,45.050237,12.257000,-3.349467,44.879895
1.540000,1.133173,4.975394,45.078407,12.262000,-3.842221,44.879895
1.541000,0.745246,5.166098,45.068619,12.262000,-4.420851,44.879895
1.554000,0.753262,5.273397,45.115696,12.275000,-4.520136,44.879895
1.562000,0.071939,4.693989,45.125210,12.270000,-4.622050,45.207486
1.574000,0.312090,4.255934,45.131514,12.266000,-3.943844,45.535076
1.584000,0.543407,4.287318,45.146083,12.270000,-3.743912,45.207486
1.593000,0.735217,3.268794,45.166000,12.262000,-2.533577,45.535076
1.600000,0.992372,3.063525,45.192715,12.266000,-2.071153,45.207486
1.607000,0.906847,2.981953,45.196902,12.266000,-2.075106,45.207486
1.615000,0.721903,3.678389,45.197561,12.275000,-2.956485,45.207486
1.622000,0.529842,3.435231,45.189817,12.270000,-2.905390,44.879895
1.630000,0.252533,3.646244,45.178986,12.270000,-3.393711,45.207486
1.638000,-0.727786,3.562865,45.167086,12.266000,-4.290650,44.879895
1.646000,-0.989244,4.453072,45.121396,12.266000,-5.442316,44.879895
1.653000,-1.634137,5.256190,45.116579,12.275000,-6.890328,45.207486
1.660000,-0.876424,4.856256,45.116881,12.270000,-5.732681,45.207486
1.667000,-0.692400,5.124674,45.103105,12.270000,-5.817074,45.207486
1.674000,0.188399,4.495760,45.119204,12.266000,-4.307362,45.207486
1.681000,0.476327,5.097472,45.124725,12.275000,-4.621145,45.207486
1.688000,0.795328,4.890893,45.135328,12.275000,-4.095565,45.207486
1.696000,1.130923,5.279937,45.151765,12.284000,-4.149014,45.207486
1.702000,0.365478,3.919444,45.164964,12.270000,-3.553966,45.207486
1.710000,0.316204,3.414350,45.190888,12.270000,-3.098147,44.879895
1.717000,-0.492729,3.525901,45.185163,12.270000,-4.018630,45.207486
1.730000,-1.599175,4.084104,45.156513,12.270000,-5.683278,44.879895
1.738000,-1.794371,4.326470,45.144073,12.270000,-6.120841,45.207486
1.746000,-1.455551,5.477231,45.105234,12.275000,-6.932782,45.207486
1.754000,-1.115529,4.611824,45.076843,12.257000,-5.727353,45.207486
1.763000,-0.748972,5.000328,45.056903,12.257000,-5.749300,45.207486
1.772000,-0.370412,5.926849,45.045753,12.266000,-6.297261,45.207486
1.780000,-0.068293,6.286880,45.043453,12.270000,-6.355173,45.207486
1.788000,0.266820,6.238283,45.045948,12.270000,-5.971463,44.879895
1.796000,0.586191,6.067618,45.054707,12.270000,-5.481427,44.879895
1.804000,0.909331,6.561279,45.029370,12.270000,-5.651948,44.879895
1.813000,1.656106,6.829791,45.035813,12.275000,-5.173686,44.879895
1.822000,3.500421,6.531959,45.014695,12.266000,-3.031538,44.879895
1.832000,5.996519,5.594473,45.046632,12.262000,0.402046,45.207486
1.841000,9.120862,4.468727,45.104412,12.262000,4.652135,45.207486
1.850000,13.200134,2.848635,45.203745,12.266000,10.351498,45.207486
1.858000,17.093016,0.350150,45.331982,12.266000,16.742866,45.207486
1.868000,-10.826444,-83.088574,45.023464,0.001227,72.262130,44.879895
1.877000,-35.623317,-83.087893,44.904030,0.001232,47.464575,44.879895
1.888000,-49.973433,-83.086929,44.425878,0.001233,33.113497,44.552305
1.896000,-58.321792,-83.085998,43.968110,0.001233,24.764206,44.552305
1.904000,-66.579173,-83.084836,43.388032,0.001234,16.505663,43.569533
1.912000,-71.489348,-83.083643,42.775617,0.001234,11.594295,43.241943
1.920000,-74.635232,-83.082457,42.166990,0.001234,8.447225,42.586762
1.930000,-78.077607,-83.081008,41.422900,0.001234,5.003400,41.276400
1.941000,-81.801724,-83.079278,40.518870,0.001233,1.277554,40.293628
1.950000,-84.665539,-83.077802,39.761128,0.001233,-1.587737,39.638447
1.958000,-87.355033,-83.076470,39.077632,0.001233,-4.278563,38.328086
1.967000,-91.068165,-83.074704,38.187715,0.001234,-7.993461,38.328086
1.975000,-93.190562,-83.073127,37.361702,0.001233,-10.117435,37.345314
1.989000,-95.404109,-83.070444,36.000817,0.001234,-12.333665,35.707362
1.997000,-95.543104,-83.068958,35.222241,0.001233,-12.474146,35.707362
2.007000,-95.416212,-83.066974,34.203849,0.001233,-12.349238,34.724590
2.015000,-94.949921,-83.065423,33.424006,0.001234,-11.884497,33.741819
2.023000,-94.664422,-83.063964,32.675147,0.001234,-11.600458,32.431457
2.033000,-93.882250,-83.061996,31.665001,0.001234,-10.820254,31.776276
2.041000,-93.206371,-83.060440,30.866239,0.001234,-10.145931,30.793505
2.051000,-92.150118,-83.058619,29.915384,0.001233,-9.091499,29.483143
2.060000,-92.481717,-83.056874,29.036022,0.001234,-9.424843,28.827962
2.070000,-91.352338,-83.055110,28.130540,0.001234,-8.297228,28.172781
2.081000,-90.699000,-83.053183,27.141720,0.001234,-7.645816,26.862419
2.093000,-88.975022,-83.051053,26.012155,0.001233,-5.923968,25.879648
2.102000,-87.107103,-83.049518,25.244134,0.001233,-4.057585,25.552057
2.111000,-84.604070,-83.048085,24.488674,0.001233,-1.555985,24.569286
2.119000,-83.131578,-83.046852,23.855638,0.001233,-0.084726,23.586514
2.128000,-82.808674,-83.045406,23.133950,0.001233,0.236732,23.586514
2.135000,-81.206963,-83.044276,22.569894,0.001234,1.837312,22.931333
2.145000,-80.124246,-83.042741,21.782347,0.001234,2.918495,21.948562
2.153000,-79.687393,-83.041439,21.129862,0.001234,3.354045,20.965790
2.160000,-79.232804,-83.040376,20.568199,0.001234,3.807571,20.310609
2.169000,-78.319234,-83.039024,19.874507,0.001234,4.719791,19.327838
2.177000,-78.129897,-83.037775,19.233370,0.001234,4.907878,19.327838
2.184000,-78.015954,-83.036677,18.669662,0.001234,5.020723,18.672657
2.193000,-77.194667,-83.035389,18.008882,0.001234,5.840723,18.345067
2.202000,-76.997252,-83.034123,17.342886,0.001233,6.036871,17.362295
2.210000,-77.051307,-83.032844,16.686422,0.001233,5.981537,16.379524
2.222000,-75.456160,-83.031071,15.792404,0.001234,7.574910,16.051933
2.232000,-74.821536,-83.029798,15.102460,0.001233,8.208261,15.069162
2.246000,-75.013039,-83.027784,14.105325,0.001234,8.014745,14.086390
2.255000,-75.109148,-83.026468,13.430053,0.001234,7.917320,13.431209
2.263000,-74.519678,-83.025215,12.787052,0.001234,8.505537,12.776029
2.273000,-74.711045,-83.023677,11.997572,0.001234,8.312632,12.120848
2.283000,-73.853722,-83.022197,11.237590,0.001234,9.168475,11.465667
2.291000,-73.599471,-83.021027,10.637058,0.001234,9.421556,10.482895
2.298000,-73.177093,-83.020071,10.146745,0.001234,9.842978,9.827714
2.306000,-72.324687,-83.018905,9.548252,0.001234,10.694218,9.827714
2.314000,-72.370661,-83.017689,8.924179,0.001234,10.647028,9.172533
2.321000,-72.196170,-83.016793,8.447863,0.001233,10.820623,8.189762
2.329000,-71.993686,-83.015668,7.870638,0.001233,11.021982,7.534581
2.341000,-70.656024,-83.013994,6.991096,0.001233,12.357970,6.879400
2.355000,-69.129152,-83.012077,6.007344,0.001233,13.882926,6.224219
2.362000,-67.958698,-83.011060,5.505559,0.001233,15.052362,5.569038
2.374000,-66.341697,-83.009467,4.703966,0.001234,16.667770,4.913857
2.381000,-65.465495,-83.008640,4.263539,0.001233,17.543145,4.258676
2.388000,-64.678705,-83.007733,3.797979,0.001233,18.329028,3.603495
2.395000,-63.444556,-83.006767,3.318338,0.001234,19.562211,3.603495
2.403000,-62.647944,-83.005860,2.836622,0.001233,20.357916,2.948314
2.410000,-62.900655,-83.005029,2.426048,0.001234,20.104373,1.965543
2.418000,-62.204105,-83.004046,1.921611,0.001234,20.799941,1.637952
2.425000,-58.984075,-83.003185,1.479908,0.001234,24.019111,1.637952
2.433000,-52.326398,-83.002311,1.031216,0.001234,30.675913,0.982771
2.442000,-48.604298,-83.001430,0.578734,0.001234,34.397132,0.655181
4.120000,636.892924,992.979530,-1.126106,11.410000,-356.086606,0.982771
4.132000,628.498999,708.005801,6.325117,11.602000,-79.506803,4.586267
4.140000,612.324489,626.470907,11.359399,11.812000,-14.146418,10.155305
4.149000,578.782510,532.604502,16.917394,11.995000,46.178008,16.707114
4.156000,542.832394,456.886989,21.018042,12.048000,85.945405,16.707114
4.164000,492.685787,382.148042,25.169586,12.126000,110.537746,23.586514
4.172000,442.279593,314.509534,28.871752,12.183000,127.770059,30.465914
4.179000,399.329527,259.199934,31.710565,12.183000,140.129593,35.052181
4.187000,352.881739,204.972962,34.530215,12.192000,147.908777,35.052181
4.194000,315.590709,164.618781,36.654012,12.205000,150.971928,38.000495
4.202000,275.765185,122.786534,38.801088,12.205000,152.978650,39.966038
4.210000,245.055168,87.257749,40.729802,12.231000,157.797419,41.931581
4.218000,205.640118,61.547530,42.069626,12.236000,144.092588,42.914352
4.227000,165.327380,40.061751,43.224986,12.249000,125.265629,42.914352
4.237000,128.764534,21.706619,44.199438,12.257000,107.057915,43.241943
4.249000,85.398204,12.587229,44.667499,12.257000,72.810975,44.224714
4.257000,62.627501,14.132201,44.608426,12.262000,48.495301,44.224714
4.265000,48.218942,13.139389,44.659383,12.262000,35.079553,44.552305
4.276000,36.480327,8.862548,44.911255,12.270000,27.617779,44.552305
4.284000,26.825796,9.393671,44.867815,12.266000,17.432125,44.879895
4.293000,19.044872,8.335432,44.905950,12.262000,10.709440,44.552305
4.304000,13.259650,7.896737,44.944646,12.266000,5.362913,44.879895
4.312000,10.806936,7.194907,44.980668,12.266000,3.612029,44.552305
4.320000,9.329762,6.037082,45.040095,12.266000,3.292681,44.879895
4.329000,7.233554,6.271761,45.064454,12.275000,0.961793,45.207486
4.337000,5.721846,6.072777,45.038263,12.266000,-0.350930,45.207486
4.346000,4.962169,5.447969,45.086511,12.270000,-0.485800,45.207486
4.357000,3.937742,4.701708,45.124814,12.270000,-0.763965,45.207486
4.368000,3.307737,2.799456,45.169864,12.257000,0.508281,45.207486
4.378000,2.630187,3.328895,45.195275,12.270000,-0.698708,45.207486
4.386000,2.433255,3.298266,45.233251,12.279000,-0.865011,44.879895
4.394000,1.247028,2.618454,45.251963,12.275000,-1.371427,45.207486
4.404000,0.275785,2.188321,45.274040,12.275000,-1.912536,45.207486
4.413000,-0.341603,2.294289,45.232197,12.266000,-2.635892,45.207486
4.422000,-1.199736,2.582167,45.217421,12.266000,-3.781903,45.207486
4.430000,-0.983699,3.612013,45.200968,12.275000,-4.595712,45.535076
4.438000,-0.779768,3.876318,45.187402,12.275000,-4.656086,45.207486
4.446000,-0.585133,3.392931,45.175808,12.266000,-3.978064,45.207486
4.454000,-0.410975,3.884239,45.166771,12.270000,-4.295214,45.207486
4.461000,-0.250136,3.996090,45.161030,12.270000,-4.246227,45.207486
4.470000,-0.092431,3.747985,45.157585,12.266000,-3.840416,45.207486
4.478000,-0.458414,4.693080,45.125257,12.270000,-5.151495,44.879895
4.487000,-0.272225,4.326434,45.111716,12.262000,-4.598659,44.879895
4.495000,-0.748957,4.497780,45.119101,12.266000,-5.246737,45.207486
4.503000,-1.176055,4.481484,45.119937,12.266000,-5.657540,44.879895
4.510000,-0.910392,5.218681,45.098280,12.270000,-6.129073,45.207486
4.518000,-0.829914,4.250791,45.131778,12.266000,-5.080705,45.207486
4.527000,-0.451661,4.519172,45.118003,12.266000,-4.970833,45.207486
4.535000,-0.061841,5.011832,45.108896,12.270000,-5.073672,45.207486
4.542000,0.262885,5.008195,45.109083,12.270000,-4.745310,45.207486
4.550000,1.045847,4.547566,45.100366,12.262000,-3.501719,45.207486
4.551000,1.329475,4.266585,45.114787,12.262000,-2.937110,45.207486
4.560000,0.877831,4.461158,45.120980,12.266000,-3.583328,45.207486
4.568000,0.315429,4.835455,45.117949,12.270000,-4.520026,44.879895
4.575000,0.580284,4.294780,45.129520,12.266000,-3.714496,44.879895
4.583000,-0.060354,4.489759,45.119512,12.266000,-4.550113,45.207486
4.595000,0.269689,3.994442,45.128755,12.262000,-3.724752,44.879895
4.603000,0.462411,3.744216,45.141598,12.262000,-3.281805,45.207486
4.623000,0.767229,3.601448,45.165106,12.266000,-2.834219,45.207486
4.634000,0.792362,2.902217,45.184815,12.262000,-2.109855,45.207486
4.643000,0.754134,2.557858,45.202489,12.262000,-1.803724,45.535076
4.653000,0.658276,2.871781,45.218736,12.270000,-2.213505,45.207486
4.660000,0.611400,2.493516,45.238151,12.270000,-1.882116,45.207486
4.667000,0.617647,1.815080,45.256793,12.266000,-1.197433,45.207486
4.674000,1.087203,2.899491,45.237539,12.275000,-1.812288,45.207486
4.681000,0.667184,2.978802,45.233468,12.275000,-2.311619,45.207486
4.690000,0.589862,2.993662,45.248885,12.279000,-2.403800,45.207486
4.698000,0.038763,2.328739,45.230429,12.266000,-2.289976,45.207486
4.705000,-0.109391,2.097925,45.226096,12.262000,-2.207316,45.207486
4.713000,-0.236462,2.186192,45.221565,12.262000,-2.422654,45.207486
4.720000,-0.830895,2.953323,45.234776,12.275000,-3.784219,45.207486
4.728000,-0.203523,3.050143,45.245986,12.279000,-3.253666,45.207486
4.736000,-0.212452,3.222332,45.237148,12.279000,-3.434784,45.207486
4.745000,-0.243114,3.049403,45.229844,12.275000,-3.292518,45.207486
4.754000,-0.728972,2.112778,45.241513,12.266000,-2.841750,45.535076
4.761000,-1.099481,2.041618,45.245165,12.266000,-3.141100,45.207486
4.771000,-1.085958,2.946413,45.214906,12.270000,-4.032371,45.207486
4.779000,-1.443150,3.023150,45.210967,12.270000,-4.466300,45.207486
4.786000,-1.310313,3.298251,45.180668,12.266000,-4.608565,45.207486
4.794000,-1.614023,3.124665,45.173397,12.262000,-4.738687,45.207486
4.802000,-1.512971,3.769811,45.140285,12.262000,-5.282782,44.879895
4.813000,-1.340864,4.735220,45.106914,12.266000,-6.076083,45.207486
4.824000,-1.060018,4.984765,45.077926,12.262000,-6.044783,45.207486
4.832000,-0.873880,5.425713,45.055294,12.262000,-6.299593,45.207486
4.839000,-0.769213,6.388487,45.038238,12.270000,-7.157700,44.879895
4.847000,-0.031512,6.479399,45.053797,12.275000,-6.510911,44.879895
